uri,issn,jname,atitle
http://vivo.ufl.edu/individual/n2369359887,0002-9483,American Journal of Physical Anthropology,Mechanical Properties of Pentaclethera Macrophylla Seed Pods and Ingestive Strategies of the Western Pied Colobus Monkey (Colobus Polykomos)
http://vivo.ufl.edu/individual/n2049769455,0022-0957,Journal of Experimental Botany,Chloroplast-Localized 6-Phosphogluconate Dehydrogenase Is Critical for Maize Endosperm Starch Accumulation
http://vivo.ufl.edu/individual/n2804497420,0893-164X,Psychology of Addictive Behaviors,Daily Mood-Drinking Slopes as Predictors: a New Take On Drinking Motives and Related Outcomes
http://vivo.ufl.edu/individual/n1640553231,0920-9964,Schizophrenia Research,Structure of the Psychotic Disorders Classification in Dsm-5
http://vivo.ufl.edu/individual/n7782851393,0016-9013,The gerontologist,Age Cohort Differences in Experimental Models of Pain Inhibition and Facilitation
http://vivo.ufl.edu/individual/n2168028429,1550-7998,Physical Review D,Mixing Supersymmetry and Family Symmetry Breakings
http://vivo.ufl.edu/individual/n4980884891,0016-8033,Geophysics,Sinkhole Detection Using 2D Full Seismic Waveform Tomography
http://vivo.ufl.edu/individual/n843269390,0027-8874,Journal of the National Cancer Institute,Stem Cell Senescence: a Double-Edged Sword?
http://vivo.ufl.edu/individual/n343976738,1524-9220,Psychology of Men and Masculinity,Metric Invariance of the Conformity To Masculine Norms Inventory-46 Among Women and Men
http://vivo.ufl.edu/individual/n471448105,0304-8853,Journal of Magnetism and Magnetic Materials,Influence of Aging Time of Oleate Precursor On the Magnetic Relaxation of Cobalt Ferrite Nanoparticles Synthesized By the Thermal Decomposition Method
http://vivo.ufl.edu/individual/n2528510388,1052-6234,Siam Journal On Optimization,"Optimal Stochastic Approximation Algorithms for Strongly Convex Stochastic Composite Optimization, Ii: Shrinking Procedures and Optimal Algorithms"
http://vivo.ufl.edu/individual/n2302414002,1559-4491,Wilson Journal of Ornithology,Nesting of the Yellow-Breasted Warbling-Antbird (Hypocnemis Subflava) With Notes On the Nesting Biology of the Hypocnemis Cantator Complex
http://vivo.ufl.edu/individual/n8928448371,0022-300X,Journal of Nematology,"Neotobrilus Nicsmolae N. Sp (Tobrilidae: Nematoda) and Chronogaster Carolinensis N. Sp (Chronogasteridae: Nematoda) From Lake Phelps, North Carolina"
http://vivo.ufl.edu/individual/n6024619613,1549-9618,Journal of Chemical Theory and Computation,Governing Parameters of Long-Range Intramolecular S-To-N Acyl Transfers Within (S)-Acyl Isopeptides
http://vivo.ufl.edu/individual/n816243359,1544-3566,Acm Transactions On Architecture and Code Optimization,"A Performance and Energy Comparison of Convolution On Gpus, Fpgas, and Multicore Processors"
http://vivo.ufl.edu/individual/n8127273562,0012-1797,Diabetes,Inhibition of Vegfr-2 Reverses Type 1 Diabetes in Nod Mice By Abrogating Insulitis and Restoring Islet Function
http://vivo.ufl.edu/individual/n9270227440,1053-2498,The Journal of Heart and Lung Transplantation,Elevated Pre-Transplant Pulmonary Vascular Resistance Is Not Associated With Mortality in Children Without Congenital Heart Disease: a Multi-Center Study
http://vivo.ufl.edu/individual/n1514160339,1679-6225,Neotropical Ichthyology,"Morphological Analysis and Description of the Ovaries of Female Silky Sharks, Carcharhinus Falciformis (Muller and Henle, 1839)"
http://vivo.ufl.edu/individual/n5948557449,1543-1649,International Journal for Multiscale Computational Engineering,A Coarse-Grained Atomistic Method for 3D Dynamic Fracture Simulation
http://vivo.ufl.edu/individual/n6406387137,0889-5406,American Journal of Orthodontics and Dentofacial Orthopedics,How To Report Reliability in Orthodontic Research: Part 1
http://vivo.ufl.edu/individual/n9709563103,0022-3751,The journal of physiology,Effects of Voluntary Wheel Running On the Kidney At Baseline and After Ischaemiareperfusion-Induced Acute Kidney Injury: a Strain Difference Comparison
http://vivo.ufl.edu/individual/n7878246286,1553-7404,Plos Genetics,The Tomato Yellow Leaf Curl Virus Resistance Genes Ty-1 and Ty-3 Are Allelic and Code for Dfdgd-Class Rna-Dependent Rna Polymerases
http://vivo.ufl.edu/individual/n5561266200,0065-7727,Abstracts of Papers of the American Chemical Society,Novel Strategies for Coupling and Cyclization of Peptides
http://vivo.ufl.edu/individual/n4433282155,0892-6638,Faseb Journal,Effect of Repetitive Coughing On Swallowing in the Anesthetized Cat
http://vivo.ufl.edu/individual/n6438755527,0167-9260,Integration-the Vlsi Journal,Bitmask Aware Compression of Nisc Control Words
http://vivo.ufl.edu/individual/n3668261635,1551-319X,Journal of Display Technology,Interlayers for Efficient Electron Injection in Polymer Leds
http://vivo.ufl.edu/individual/n6779759285,0002-8762,American Historical Review,The Production of Difference: Race and the Management of Labor in Us History
http://vivo.ufl.edu/individual/n2818641026,0270-5060,Journal of Freshwater Ecology,"Rapid In-Stream Decomposition of Leaves of Common Buckthorn (Rhamnus Cathartica), An Invasive Tree Species"
http://vivo.ufl.edu/individual/n4181467649,1744-3091,"Acta Crystallographica. Section F, Structural Biology and Crystallization Communications",Preliminary X-Ray Crystallographic Analysis of Beta-Carbonic Anhydrase Psca3 From Pseudomonas Aeruginosa
http://vivo.ufl.edu/individual/n8113066086,0022-1139,Journal of Fluorine Chemistry,"The Use of Methyl 2,2-Difluoro-2-(Fluorosulfonyl)Acetate as the Difluorocarbene Source To Generate An in Situ Source of Difluoromethylene Triphenylphosphonium Ylide"
http://vivo.ufl.edu/individual/n9847429111,0002-9459,American Journal of Pharmaceutical Education,Center for the Advancement of Pharmacy Education 2013 Educational Outcomes
http://vivo.ufl.edu/individual/n9743247668,1673-1581,Journal of Zhejiang University-Science B,Dual Liver Transplantation
http://vivo.ufl.edu/individual/n7241588189,1471-2148,BMC Evolutionary Biology,The Evolution of Antibiotic Susceptibility and Resistance During the Formation of Escherichia Coli Biofilms in the Absence of Antibiotics
http://vivo.ufl.edu/individual/n4654931134,0953-8984,Journal of Physics-Condensed Matter,Theory of Coherent Phonons in Carbon Nanotubes and Graphene Nanoribbons
http://vivo.ufl.edu/individual/n3946376490,0022-3360,Journal of Paleontology,"Paleoenvironmental and Paleobiogeographical Implications of a Middle Pleistocene Mollusc Assemblage From the Marine Terraces of Baia Das Pipas, Southwest Angola"
http://vivo.ufl.edu/individual/n3226258125,0148-6071,Journal of Parenteral and Enteral Nutrition,Nutrition Support of Neonatal Patients At Risk for Necrotizing Enterocolitis: Response To Fallon Et Al (2012)
http://vivo.ufl.edu/individual/n7076088050,0031-5826,Personnel Psychology,A Meta-Analytic Structural Model of Dispositonal Affectivity and Emotional Labor
http://vivo.ufl.edu/individual/n43357995,1550-7998,Physical Review D,Covariant Vacuum Polarizations On De Sitter Background
http://vivo.ufl.edu/individual/n9298687004,0041-1345,Transplantation proceedings,Continuous Infusion Cyclophosphamide and Low-Dose Total Body Irradiation Is a Safe and Effective Conditioning Regimen for Autologous Transplant in Multiple Myeloma
http://vivo.ufl.edu/individual/n9372009712,0090-3493,Critical Care Medicine,National Surgical Quality Improvement Program Underestimates the Risk Associated With Mild and Moderate Postoperative Acute Kidney Injury
http://vivo.ufl.edu/individual/n1293149673,0093-6413,Mechanics Research Communications,Effect of Stress Triaxiality On Porosity Evolution in Notched Bars: Quantitative Agreement Between a Recent Dilatational Model and X-Ray Tomography Data
http://vivo.ufl.edu/individual/n3217099744,0301-679X,Tribology International,In Situ Thermal Measurements of Sliding Contacts
http://vivo.ufl.edu/individual/n7064928247,1550-7998,Physical Review D,First Measurement of the Muon Antineutrino Double-Differential Charged-Current Quasielastic Cross Section
http://vivo.ufl.edu/individual/n8783098117,1746-4269,Journal of Ethnobiology and Ethnomedicine,An Empirical Comparison of Knowledge and Skill in the Context of Traditional Ecological Knowledge
http://vivo.ufl.edu/individual/n9849410334,0031-949X,Phytopathology,A Multilocus Phylogenetic Reconstruction of the Pachyphlodes-Scabropezia Lineage (Pezizaceae)
http://vivo.ufl.edu/individual/n210867419,1932-6203,PLoS One,Movements and Habitat-Use of Loggerhead Sea Turtles in the Northern Gulf of Mexico During the Reproductive Period
http://vivo.ufl.edu/individual/n8278431414,1053-8569,Pharmacoepidemiology and Drug Safety,Risk of Suicide and Suicide Attempt Associated With Atomoxetine Compared To Central Nervous System Stimulant Treatment
http://vivo.ufl.edu/individual/n6185893751,1364-6745,Neurogenetics,Candidate Glutamatergic and Dopaminergic Pathway Gene Variants Do Not Influence Huntington's Disease Motor Onset
http://vivo.ufl.edu/individual/n1835856050,0021-8855,Journal of Applied Behavior Analysis,Effects of Alternative Responses On Behavior Exposed To Noncontingent Reinforcement
http://vivo.ufl.edu/individual/n4178222240,1851-2372,Boletin De La Sociedad Argentina De Botanica,On the Presence of Amaranthus Palmeri (Amaranthaceae) in Argentina
http://vivo.ufl.edu/individual/n3949050602,1381-6810,Ophthalmic Genetics,Ophthalmologic Observations in a Patient With Partial Mosaic Trisomy 8
http://vivo.ufl.edu/individual/n922283297,0005-7967,Behaviour Research and Therapy,"Randomized, Placebo-Controlled Trial of Cognitive-Behavioral Therapy Alone Or Combined With Sertraline in the Treatment of Pediatric Obsessive-Compulsive Disorder"
http://vivo.ufl.edu/individual/n6771593907,0032-2687,Policy Sciences,Protecting the Economic Patrimony of Indigenous Nations: the Case of the Shuar
http://vivo.ufl.edu/individual/n7405483047,1071-1023,Journal of Vacuum Science and Technology B,Effect of Buffer Structures On Algan/Gan High Electron Mobility Transistor Reliability
http://vivo.ufl.edu/individual/n6140091635,1381-6810,Ophthalmic Genetics,Histopathologic Changes in the Extraocular Muscle in Centronuclear Myopathy With a Dynamin 2 Mutation
http://vivo.ufl.edu/individual/n1884439777,0952-7907,Current Opinion in Anaesthesiology,Neuropathic Pain: Treatment Guidelines and Updates
http://vivo.ufl.edu/individual/n3887736673,1077-6990,Journalism and Mass Communication Quarterly,A Right To Offend: Free Expression in the Twenty-First Century
http://vivo.ufl.edu/individual/n1816827602,0021-8839,Journal of Apicultural Research,Standard Methods for Small Hive Beetle Research
http://vivo.ufl.edu/individual/n6220484297,0009-9236,Clinical Pharmacology & Therapeutics,Application of Physiologically-Based Pharmaco-Kinetic (Pbpk) Model in Predicting Drug Metabolism and Pharmacokinetics in Pediatric Populations-a Case Study of Acetaminophen
http://vivo.ufl.edu/individual/n6275414962,1932-6203,PLoS One,Cortical Thickness Abnormalities in Late Adolescence With Online Gaming Addiction
http://vivo.ufl.edu/individual/n3239635525,0266-5433,Planning Perspectives,"16Th International Planning History Society Conference, 20-23 July 2014"
http://vivo.ufl.edu/individual/n6605734117,0892-6638,Faseb Journal,Ventral Respiratory Column Tonic Expiratory Neurons: Nodes for Convergent Afferent Modulation of Inspiratory Drive
http://vivo.ufl.edu/individual/n198209851,0031-949X,Phytopathology,"Competitiveness of Field Qoi-Resistant Isolates of Alternaria Alternata, the Causal Agent of Alternaria Brown Spot (Abs) of Tangerine"
http://vivo.ufl.edu/individual/n5316079582,0734-2101,Journal of Vacuum Science and Technology a,Sixty Years of Diversity
http://vivo.ufl.edu/individual/n8945566457,0003-1488,Journal of the American Veterinary Medical Association,"Procedure Times, Complication Rates, and Survival Times Associated With Single-Chamber Versus Dual-Chamber Pacemaker Implantation in Dogs With Clinical Signs of Bradyarrhythmia: 54 Cases (2004-2009)"
http://vivo.ufl.edu/individual/n3293708259,1932-8451,Developmental Neurobiology,Ethanol Influences On Bax Associations With Mitochondrial Membrane Proteins in Neonatal Rat Cerebellum
http://vivo.ufl.edu/individual/n7541034512,0022-4510,Journal of Small Animal Practice,Stem-Cell Therapy for Dilated Cardiomyopathy: a Pilot Study Evaluating Retrograde Coronary Venous Delivery
http://vivo.ufl.edu/individual/n9002820192,1530-6984,Nano letters,Degenerate N-Doping of Few-Layer Transition Metal Dichalcogenides By Potassium
http://vivo.ufl.edu/individual/n1790658628,1933-9747,Fire Ecology,Special Issue Fire and Water: New Perspectives On Fire's Role in Shaping Wetland Ecosystems Introduction
http://vivo.ufl.edu/individual/n2126079958,0009-7322,Circulation,Association of Non-Steroidal Anti-Inflammatory Drugs With Adverse Cardiovascular Outcomes: Results From the Women's Health Initiative
http://vivo.ufl.edu/individual/n2335269625,1355-6037,Heart,The Society of Thoracic Surgeons National Database
http://vivo.ufl.edu/individual/n3219703342,0950-9232,Oncogene,Regulation of Glycolysis and the Warburg Effect By Estrogen-Related Receptors
http://vivo.ufl.edu/individual/n5521179144,0002-8614,Journal of the American Geriatrics Society,"Use of International Classification of Diseases, Ninth Revision, Clinical Modification, Codes To Identify Inpatient Fall-Related Injuries"
http://vivo.ufl.edu/individual/n6628974322,0191-2917,Plant Disease,First Report of a Leaf Spot Disease of Golden Dewdrop (Duranta Erecta) Caused By Pseudomonas Cichorii and a Xanthomonas Species in Florida
http://vivo.ufl.edu/individual/n7349945907,1042-3680,Neurosurgery clinics of North America,Stereotactic Radiosurgery of Intracranial Arteriovenous Malformations
http://vivo.ufl.edu/individual/n8998974504,0148-0731,Journal of Biomechanical Engineering,Considerations for Numerical Modeling of the Pulmonary Circulation-a Review With a Focus On Pulmonary Hypertension
http://vivo.ufl.edu/individual/n4317832241,1090-3801,European Journal of Pain,Assessment of the Sigma-1 Receptor Antagonist (Sr1A): a Model Approach for Preclinical Analgesic Drug Discovery
http://vivo.ufl.edu/individual/n8073053634,1861-6410,International Journal of Computer Assisted Radiology and Surgery,A Computerized Mri Biomarker Quantification Scheme for a Canine Model of Duchenne Muscular Dystrophy
http://vivo.ufl.edu/individual/n7926421173,0022-1899,Journal of Infectious Diseases,"Oseltamivir Pharmacokinetics, Dosing, and Resistance Among Children Aged < 2 Years With Influenza"
http://vivo.ufl.edu/individual/n1993467341,0065-7727,Abstracts of Papers of the American Chemical Society,Fragment-Based Methods for Error Estimation in Biomolecular Modeling
http://vivo.ufl.edu/individual/n3706587263,0163-2116,Digestive Diseases and Sciences,Hepatic Preservation Injury: Severity of Hepatitis C Recurrence and Survival After Liver Transplantation
