uri,issn,jname,atitle
http://vivo.ufl.edu/individual/n4719783439,0018-9545,IEEE Transactions On Vehicular Technology,Energy-Efficient Optimal Opportunistic Forwarding for Delay-Tolerant Networks
http://vivo.ufl.edu/individual/n9260717479,0038-1101,Solid-State Electronics,Soi Versus Bulk-Silicon Nanoscale Finfets
http://vivo.ufl.edu/individual/n8985331136,1932-6203,PLoS One,Identification and Interpretation of Longitudinal Gene Expression Changes in Trauma
http://vivo.ufl.edu/individual/n5889910385,1010-061X,Journal of Evolutionary Biology,Energetic Cost of Calling: General Constraints and Species-Specific Differences
http://vivo.ufl.edu/individual/n1896192986,1049-9091,The American Journal of Hospice & Palliative Care,e-Health in pediatric palliative care.
http://vivo.ufl.edu/individual/n6884141024,0902-0063,Clinical Transplantation,The High-Risk Recipient: the Eighth Annual American Society of Transplant Surgeons' State-Of-The-Art Winter Symposium
http://vivo.ufl.edu/individual/n2356304655,0003-6846,Applied Economics,Effects of Using Specific Versus General Data in Social Program Research
http://vivo.ufl.edu/individual/n8845128190,0008-9389,Central European History,"The Nuremberg Ss-Einsatzgruppen Trial, 1945-1958: Atrocity, Law, and History"
http://vivo.ufl.edu/individual/n4193951098,0022-2623,Journal of Medicinal Chemistry,The Impact of Polyether Chain Length On the Iron Clearing Efficiency and Physiochemical Properties of Desferrithiocin Analogues
http://vivo.ufl.edu/individual/n5446506544,0270-9139,Higher Education Policy,Overexpression of Atg4B and Beclin-1 Enhances Liver Mitochondrial-Autophagy and Prevents the Age-Associated Ischemia/Reperfusion Injury To Mouse Liver
http://vivo.ufl.edu/individual/n6016319824,0002-9270,American Journal of Gastroenterology,Intestinal Spirochetosis: An Unclear Pathogen
http://vivo.ufl.edu/individual/n3584032358,1521-9488,International Studies Review,Central Banking as Global Governance: Constructing Financial Credibility
http://vivo.ufl.edu/individual/n1747294139,0931-2048,Journal of Applied Entomology,"Season-Long Mating Disruption of Citrus Leafminer, Phyllocnistis Citrella Stainton, With An Emulsified Wax Formulation of Pheromone"
http://vivo.ufl.edu/individual/n4994200064,1385-4046,The Clinical Neuropsychologist,Auditory Responsive Naming Versus Visual Confrontation Naming in Dementia
http://vivo.ufl.edu/individual/n6623166513,0013-4651,Journal of the Electrochemical Society,Constant-Phase-Element Behavior Caused By Resistivity Distributions in Films I. Theory
http://vivo.ufl.edu/individual/n7826176234,0825-8597,Journal of Palliative Care,Grief in Young Children: a Handbook for Adults
http://vivo.ufl.edu/individual/n4214146436,0035-8711,Monthly Notices of the Royal Astronomical Society,Rapid Optical and X-Ray Timing Observations of Gx 339-4: Multicomponent Optical Variability in the Low/Hard State
http://vivo.ufl.edu/individual/n6378264704,0013-791X,Engineering Economist,Balancing Coverage and Financial Sustainability in Pro-Poor Water Service Initiatives: a Case of a Uganda Project
http://vivo.ufl.edu/individual/n2174259399,0165-0270,Journal of Neuroscience Methods,Regional Convection-Enhanced Delivery of Gadolinium-Labeled Albumin in the Rat Hippocampus in Vivo
http://vivo.ufl.edu/individual/n3869854500,0740-2783,American Malacological Bulletin,Self-Adhesive Wire Markers for Bivalve Tag and Recapture Studies
http://vivo.ufl.edu/individual/n2659205754,1053-587X,IEEE Transactions On Signal Processing,Range-Doppler Imaging Via Forward-Backward Sparse Bayesian Learning
http://vivo.ufl.edu/individual/n1920472814,0031-949X,Phytopathology,Complete 3 ` End Genome Analysis of the Asymptomatic Citrus Tristeza Virus Isolate B192 and Its Eight Symptomatic Single Aphid Transmitted Subisolates
http://vivo.ufl.edu/individual/n1526402902,1175-5326,Zootaxa,Studies On Pakistan Lizards: Cyrtopodion Baturense (Khan and Baig 1992) and Cyrtopodion Walli (Ingoldby 1922) (Sauria: Gekkonidae)
http://vivo.ufl.edu/individual/n1526402902,1175-5326,Zootaxa,Studies On Pakistan Lizards: Cyrtopodion Baturense (Khan and Baig 1992) and Cyrtopodion Walli (Ingoldby 1922) (Sauria: Gekkonidae)
http://vivo.ufl.edu/individual/n852833833,1537-744X,The Scientific World Journal,Multiple pathways to the same end: mechanisms of myonuclear apoptosis in sarcopenia of aging.
http://vivo.ufl.edu/individual/n7289877787,0146-6623,Journal of Aquatic Plant Management ,Effect of Ph On Submersed Aquatic Plant Response To Flumioxazin
http://vivo.ufl.edu/individual/n6829967072,0021-9258,Journal of Biological Chemistry,The B56 Gamma 3 Regulatory Subunit of Protein Phosphatase 2a (Pp2A) Regulates S Phase-Specific Nuclear Accumulation of Pp2a and the G(1) To S Transition
http://vivo.ufl.edu/individual/n9644903798,0743-7315,Journal of Parallel and Distributed Computing,Slack Allocation Algorithm for Parallel Machines
http://vivo.ufl.edu/individual/n7278148118,1932-7447,Journal of Physical Chemistry C,Electronic Spectra of the Nanostar Dendrimer: Theory and Experiment
http://vivo.ufl.edu/individual/n2790406384,0031-949X,Phytopathology,Early Events of Citrus Greening (Huanglongbing) Disease Development At the Ultrastructural Level
http://vivo.ufl.edu/individual/n6853031024,0165-7836,Fisheries Research,Evaluating Relative Impacts of Recreational Fishing Harvest and Discard Mortality On Murray Cod (Maccullochella Peelii Peelii)
http://vivo.ufl.edu/individual/n1131212375,0014-3820,Evolution,Rapid Decline in Fitness of Mutation Accumulation Lines of Gonochoristic (Outcrossing) Caenorhabditis Nematodes
http://vivo.ufl.edu/individual/n4897060811,1175-5326,Zootaxa,A New Termite Species (Isoptera: Termitidae: Termitinae: Amitermes) and First Record of a Subterranean Termite From the Coastal Desert of South America
http://vivo.ufl.edu/individual/n4897060811,1175-5326,Zootaxa,A New Termite Species (Isoptera: Termitidae: Termitinae: Amitermes) and First Record of a Subterranean Termite From the Coastal Desert of South America
http://vivo.ufl.edu/individual/n209684228,0160-9289,Clinical Cardiology,"Combination rosuvastatin plus fenofibric acid in a cohort of patients 65 years or older with mixed dyslipidemia: subanalysis of two randomized, controlled studies."
http://vivo.ufl.edu/individual/n548032489,0091-3057,"Pharmacology, Biochemistry, and Behavior",Effect of Serotonergic Anorectics On Food Intake and Induction of Fos in Brain of Mice With Disruption of Melanocortin 3 And/Or 4 Receptors
http://vivo.ufl.edu/individual/n7362299293,1385-2256,Precision Agriculture,Estimating the Demand and Willingness-To-Pay for Cotton Yield Monitors
http://vivo.ufl.edu/individual/n6485182325,0032-0781,Plant & cell physiology,Microbial Volatile Emissions Promote Accumulation of Exceptionally High Levels of Starch in Leaves in Mono- and Dicotyledonous Plants
http://vivo.ufl.edu/individual/n5013584401,1057-7408,Journal of Consumer Psychology,"Using Visualization To Alter the Balance Between Desirability and Feasibility During Choice (Vol 18, Pg 270, 2008)"
http://vivo.ufl.edu/individual/n708751,0733-9399,ASCE Journal of Engineering Mechanics,Characterization of Wireless Smart Sensor Performance
http://vivo.ufl.edu/individual/n8198351415,1535-7163,Molecular Cancer Therapeutics,"Bms-777607, a Small-Molecule Met Kinase Inhibitor, Suppresses Hepatocyte Growth Factor-Stimulated Prostate Cancer Metastatic Phenotype in Vitro"
http://vivo.ufl.edu/individual/n4845808359,1472-3646,Archaea-An International Microbiological Journal,Towards a Systems Approach in the Genetic Analysis of Archaea: Accelerating Mutant Construction and Phenotypic Analysis in Haloferax Volcanii
http://vivo.ufl.edu/individual/n5829635335,0732-7730,Tulsa Studies in Womens Literature,Everybody's Family Romance: Reading Incest in Neoliberal America
http://vivo.ufl.edu/individual/n3150853749,1021-3589,African Entomology,A Comparison of Two Sampling Methods for Surveying Mammalian Herbivore Impacts On Beetle Communities in the Canopy of Acacia Drepanolobium in Kenya
http://vivo.ufl.edu/individual/n9392908986,0306-4530,Psychoneuroendocrinology,Behavioral Adjustment in a Community Sample of Boys: Links With Basal and Stress-Induced Salivary Cortisol Concentrations
http://vivo.ufl.edu/individual/n1874329039,1445-4408,Functional Plant Biology,Evolution Along the Crassulacean Acid Metabolism Continuum
http://vivo.ufl.edu/individual/n5919024340,0010-0870,College and Research Libraries,External Reporting Lines of Academic Special Libraries: a Health Sciences Case Study
http://vivo.ufl.edu/individual/n4013816694,0002-8177,Journal of the American Dental Association,Reasons for Placement of Restorations On Previously Unrestored Tooth Surfaces By Dentists in the Dental Practice-Based Research Network
http://vivo.ufl.edu/individual/n9622767072,0893-3952,Modern pathology,C-Kit Gene Mutations in Adenoid Cystic Carcinoma Are Rare Response
http://vivo.ufl.edu/individual/n9536846862,1049-9091,The American Journal of Hospice & Palliative Care,"The Triad That Matters: Palliative Medicine, Code Status, and Health Care Costs"
http://vivo.ufl.edu/individual/n2480617828,0883-8542,Applied Engineering in Agriculture,"Automated, Low-Cost Yield Mapping of Wild Blueberry Fruit"
http://vivo.ufl.edu/individual/n4149847405,1553-7390,Plos Genetics,Inactivation of Hnrnp K By Expanded Intronic Auucu Repeat Induces Apoptosis Via Translocation of Pkc Delta To Mitochondria in Spinocerebellar Ataxia 10
http://vivo.ufl.edu/individual/n1004546179,0012-1630,Developmental Psychobiology,Maternal voice and short-term outcomes in preterm infants.
http://vivo.ufl.edu/individual/n9358039609,1525-2027,Geochemistry Geophysics Geosystems,Equatorial Paleomagnetic Time-Averaged Field Results From 0-5 Ma Lavas From Kenya and the Latitudinal Variation of Angular Dispersion
http://vivo.ufl.edu/individual/n4106893552,1755-098X,Molecular Ecology Resources,Characterization of Highly Informative Cross-Species Microsatellite Panels for the Australian Dugong (Dugong Dugon) and Florida Manatee (Trichechus Manatus Latirostris) Including Five Novel Primers
http://vivo.ufl.edu/individual/n40399916,0031-9155,Physics in Medicine and Biology,Development and Validation of a Magneto-Hydrodynamic Solver for Blood Flow Analysis
http://vivo.ufl.edu/individual/n4642603407,0141-0296,Engineering Structures,Performance of Hurricane Shutters Under Impact By Roof Tiles
http://vivo.ufl.edu/individual/n9431771703,0266-8254,Letters in Applied Microbiology,Evaluation of Steam Pasteurization in Controlling Salmonella Serotype Enteritidis On Raw Almond Surfaces
http://vivo.ufl.edu/individual/n1376017576,1553-7366,PLoS Pathogens,Killing a killer: what next for smallpox?
http://vivo.ufl.edu/individual/n7792676516,0045-5067,Canadian Journal of Forest Research-Revue Canadienne De Recherche Forestiere,Clonal Evaluation for Fusiform Rust Disease Resistance: Effects of Pathogen Virulence and Disease Escape
http://vivo.ufl.edu/individual/n1784826585,0889-504X,Journal of Turbomachinery-Transactions of the Asme,Volume Dynamics Propulsion System Modeling for Supersonics Vehicle Research
http://vivo.ufl.edu/individual/n1669111247,1063-0198,HortTechnology,Economic Analysis of An Isolated Product Obtained From Muscadine Grape Pomace
http://vivo.ufl.edu/individual/n4809915746,0334-018X,The Journal of pediatric endocrinology,"Arterial Stiffness, Lipoprotein Particle Size, and Lipoprotein Particle Concentration in Children With Type 1 Diabetes"
http://vivo.ufl.edu/individual/n6383530750,0021-9258,Journal of Biological Chemistry,Zrt/Irt-Like Protein 14 (Zip14) Promotes the Cellular Assimilation of Iron From Transferrin
http://vivo.ufl.edu/individual/n238685,0268-1161,Human Reproduction,Decision Trees for Identifying Predictors of Treatment Effectiveness in Clinical Trials and Its Application to Ovulation in a Study of Women with Polycystic Ovary Syndrome
http://vivo.ufl.edu/individual/n5568669598,0921-2728,Journal of Paleolimnology,Identifying Sources of Organic Matter in Sediments of Shallow Lakes Using Multiple Geochemical Variables
http://vivo.ufl.edu/individual/n7995181495,1050-7256,Thyroid,Managing a Patient Who Has a Thyroidectomy Is a Team Effort
http://vivo.ufl.edu/individual/n7504216330,0378-3758,Journal of Statistical Planning and Inference,Bayesian and Likelihood-Based Inference for the Bivariate Normal Correlation Coefficient
http://vivo.ufl.edu/individual/n6944707782,0047-2425,Journal of Environmental Quality,Phosphorus Release From Ash and Remaining Tissues of Two Wetland Species After a Prescribed Fire
http://vivo.ufl.edu/individual/n283235747,0027-9684,Journal of the National Medical Association,African American primary care physicians' perceptions and practices regarding smoking cessation therapy.
http://vivo.ufl.edu/individual/n9244253665,0971-2119,Journal of Applied Animal Research,Evaluation of Annual Cultivated Peanut as a Forage Crop for Grazing By Growing Beef Cattle
http://vivo.ufl.edu/individual/n1258614536,1536-1284,IEEE Wireless Communications,Talking To Things: Deep Integration
http://vivo.ufl.edu/individual/n1999616038,0003-6951,Applied Physics Letters,Effect of Humidity On Hydrogen Sensitivity of Pt-Gated Algan/Gan High Electron Mobility Transistor Based Sensors
http://vivo.ufl.edu/individual/n6504492108,0149-2918,Clinical Therapeutics,"Ease of Use and Preference for a New Disposable Self-Injection Pen Compared With a Reusable Pen for Administering Recombinant Human Growth Hormone: a Multicenter, 2-Month, Single-Arm, Open-Label Clinical Trial in Patient-Caregiver Dyads"
http://vivo.ufl.edu/individual/n2845737922,0165-2427,Veterinary Immunology and Immunopathology,Immune Responses of Asian Elephants (Elephas Maximus) To Commercial Tetanus Toxoid Vaccine
http://vivo.ufl.edu/individual/n8214951439,1088-8705,Journal of Applied Animal Welfare Science,Impact of Publicly Sponsored Neutering Programs On Animal Population Dynamics At Animal Shelters: the New Hampshire and Austin Experiences
http://vivo.ufl.edu/individual/n1113046274,0022-2291,Journal of Low Temperature Physics,Transverse Acoustic Spectroscopy of Superfluid (3)He in Compressed Aerogel
http://vivo.ufl.edu/individual/n2001989212,0002-7820,Journal of the American Ceramic Society,Thermo-Chemical Expansion in Strontium-Doped Lanthanum Cobalt Iron Oxide
http://vivo.ufl.edu/individual/n1073522346,0039-3681,Studies in History and Philosophy of Science,Leibniz On Hobbes's Materialism
http://vivo.ufl.edu/individual/n9930497882,0363-6135,American Journal of Physiology: Heart and Circulatory Physiology,Short-Term Exercise Training Protects Against Doxorubicin-Induced Cardiac Mitochondrial Damage Independent of Hsp72
